,vsini70,vsini80,vsini90,vsini100,vsini110,vsini120,vsini130,vsini140,vsini150,vsini160,vsini170,vsini180,vsini190,vsini200,vsini210,vsini220,vsini230,vsini240,vsini250,vsini260,vsini270,vsini280,vsini290,vsini300,vsini310,vsini320,vsini330
T16000logg2.8,3274664.5588579187,3101628.934627592,2938505.1059043026,2797860.7846246734,2667754.746169652,2546875.950409034,2437002.6635916745,2333144.6383053493,2238811.585083681,2154060.19671396,2075521.1169130383,2005658.9002052364,1942347.0461024665,1885714.4720902792,1834633.5450115013,1787627.9932838795,1745303.9459764855,1706591.395601728,1670262.480287124,1637208.792173632,1606474.3236610792,1577933.7889170987,1551592.1824327174,1526928.3073743242,1503986.0396886538,1482626.5202720205,1462493.4764653435
T16000logg3.0,3262549.9721654584,3110023.919787272,2965591.743132645,2840096.783670792,2723682.511475178,2614539.461729981,2515116.5937758996,2421095.482565419,2335202.262684007,2257875.8255159953,2186068.6972495806,2121790.3140806323,2063515.094730708,2010951.2080385434,1963455.2313954984,1919642.3707739105,1879920.2387166999,1843529.219581004,1809242.1300938455,1777870.8044144444,1748712.020963428,1721354.8130544897,1696042.9931482323,1672314.0050402065,1650038.1381924064,1629229.876241534,1609569.0683485721
T16000logg3.2,3515259.608956389,3360341.826722396,3213340.998716657,3085287.9370578555,2966118.171085177,2854064.897255257,2751787.4986359295,2654866.2496552854,2566206.9836731306,2486309.484639124,2411940.812762876,2345303.7843484413,2284798.591197064,2230117.5409139073,2180591.9958110237,2134854.237410745,2093300.811367546,2055108.3259756314,2019101.0880492697,1986076.0372392912,1955298.8649384154,1926398.6092565823,1899578.2528937696,1874363.8127458242,1850668.791965295,1828454.852294693,1807400.5386661184
T17000logg2.2,2712457.0093775145,2510519.0870078187,2325148.7445429303,2169263.27412399,2028205.899547899,1899995.4785656235,1785653.6684621437,1679029.513358112,1584238.8455234086,1500912.3562517555,1424951.6472156462,1359109.6583499582,1300774.2915654548,1249507.5078645393,1204401.5865903355,1163825.1460717337,1128103.0537371545,1096162.657837562,1066870.5744534095,1040898.2101483461,1017251.8966425897,995874.7719412157,976657.2055360572,958996.7740399316,943113.7582925278,928715.1009261141,915381.8602998592
T17000logg2.4,3047200.282442365,2832550.169967125,2634537.21899186,2466470.138596509,2314335.2576564676,2174632.204899671,2049600.599599877,1933030.9027167277,1828253.5486681059,1735526.5308789145,1650788.1980936464,1576390.3367326362,1510281.863844674,1451524.384172878,1399394.2885021686,1352351.1488471827,1310515.7849595374,1272740.7299450005,1237971.9734320303,1206791.1103371796,1178295.7576376249,1152096.0878667105,1128412.1255881642,1106559.1596018432,1086614.2981466195,1068386.088194246,1051444.1454469787
T17000logg2.6,3351433.8837577165,3135855.0443165046,2934758.308045675,2762916.032725408,2605711.790971518,2460805.499877683,2330157.1054089586,2207411.87718797,2096544.1869530252,1997701.9463284723,1906687.6582437526,1826310.7529032154,1754191.641881694,1690044.6858899763,1632587.350020986,1580298.0939300074,1533580.2538494645,1491114.2315956606,1451689.0730614597,1416118.500375669,1383279.3886233189,1353078.6480925519,1325475.0363552151,1299811.2379390365,1276245.7032476638,1254517.0002070528,1234175.4133458456
T17000logg2.8,3516924.6262783073,3311232.2421097285,3117927.5609418023,2951569.8852340393,2798424.1380119137,2656358.741374381,2527671.6026652954,2406275.377418258,2296072.1484300415,2197376.3342455504,2106096.756928961,2025053.0725334473,1952012.9108859203,1886718.5481316838,1827979.2833781582,1774251.092029076,1725993.6447801988,1681921.3106558444,1640803.7862978084,1603500.7140251633,1568907.9067684556,1536910.1123725462,1507499.776427714,1480033.9017451226,1454644.8687855345,1431096.9913379545,1408949.9081705534
T17000logg3.0,3616079.1139338757,3423489.978034874,3241488.138200972,3083651.1412396547,2937989.9994394886,2801646.8822342735,2677877.135715307,2561040.069683954,2454329.2164166635,2358533.2958926293,2269768.087008788,2190476.724961013,2119021.1386477607,2054577.8001682702,1996504.5885295072,1943320.3095715854,1895245.2382777217,1851223.9187218691,1810085.3251147536,1772551.5644622575,1737792.5019080064,1705284.0177314146,1675372.0942503132,1647407.8407021947,1621363.0765172616,1597122.1885088594,1574281.4399747984
T17000logg3.2,3693040.3872897476,3516405.4198842114,3348420.8619628926,3201745.213659007,3065600.254834153,2937486.8372289743,2820710.2913808576,2710119.46216321,2608769.9793621185,2517469.8729502736,2432559.9532469977,2356428.904375161,2287578.3009711686,2225237.908072562,2168920.987068122,2117140.8552748626,2070185.4110147585,2027020.3818561006,1986564.1249564658,1949541.845281886,1915124.8375058924,1882836.62536193,1853025.822310418,1825055.8935565616,1798904.2252301003,1774473.0000736266,1751369.5539260819
T18000logg2.2,2535554.777738179,2341036.4220631053,2162478.6521822596,2012098.9733290651,1876241.634231093,1752387.942709308,1641939.1356220606,1539052.5843419088,1447750.398968024,1367791.5420634889,1295307.175373212,1232932.1239102432,1178188.911019371,1130164.652206182,1088514.0745102973,1051498.3251968583,1019248.5348736305,990859.5827446283,965186.1474899868,942734.8773860133,922675.4917337111,904610.3058926781,888692.8230802836,874262.0172052644,861450.7203664447,850030.6361595957,839573.9574001739
T18000logg2.4,2681461.4204090675,2485576.1040849104,2306445.8179716747,2155472.094532278,2019712.74296176,1895884.7655478683,1785711.646038696,1683540.9486485354,1592367.7599023846,1512199.0611502812,1439260.0271584198,1375636.8704660493,1319372.6689091362,1269564.3057007727,1225669.358879215,1186216.0207036263,1151311.7002622567,1119962.8281315058,1091229.4435377468,1065617.2515791229,1042314.6080004129,1020994.8198013074,1001837.8545214107,984220.8821339608,968239.8609058283,953721.4852004586,940274.2518612933
T18000logg2.6,3538055.887272927,3304405.030996504,3085070.2017135266,2896587.9620283763,2723729.594646542,2563853.208480518,2419479.4934947877,2283491.926041569,2160332.7070993916,2050309.9483281923,1948849.657601365,1859379.2479889407,1779260.776237137,1707834.1526479598,1644163.5959311994,1586365.7099133078,1534844.0157460407,1488129.160921982,1444954.5211741235,1406160.2368833728,1370468.7221250795,1337685.8387910791,1307904.4480088956,1280269.016848974,1255000.375739818,1231804.7641170367,1210122.1505923623
T18000logg2.8,3494642.128655556,3277061.311013393,3073597.9346273886,2898611.159619797,2738894.346133676,2590380.339862771,2456525.9301304156,2330937.8782972028,2216758.619934378,2114845.379157201,2021013.622227355,1937710.4962373823,1863281.7252103884,1796256.888699055,1736380.6124019278,1681962.5235162866,1633042.738122981,1588461.3140521161,1547149.1932404651,1509692.1429819202,1475247.3568893857,1443105.8726456831,1413828.883920916,1386611.515015248,1361452.6895623612,1338228.0232764487,1316477.3072552283
T18000logg3.0,3444907.8705536425,3251513.9052371583,3069984.186354055,2913028.8032949604,2769146.317591071,2634560.3785166806,2512817.7261025906,2398427.1090583038,2293972.5622998145,2200435.3188997563,2114082.98916645,2036934.0902084217,1967743.2986657897,1905197.566185454,1848987.5655982469,1797703.657054566,1751353.4799695422,1708917.8529694565,1669422.465056576,1633402.5772755658,1600163.5919422768,1569006.5685663158,1540459.7321807737,1513846.6719790623,1489098.5794836571,1466125.0338175967,1444542.4333903976
T18000logg3.2,3583351.923919282,3401748.7730704444,3229957.606851421,3080428.3057106147,2942326.8737930134,2812840.0999532305,2695106.7374178614,2583999.193343262,2482345.6303780666,2390920.5078505836,2306101.884029501,2230098.0174070694,2161474.536242121,2099496.8472717903,2043439.4498208645,1992049.1445581706,1945537.5610356438,1902723.6943584199,1862712.9082788732,1826155.2464240743,1792133.501820229,1760320.1541621403,1730996.985995041,1703484.506620217,1677846.8006127821,1653936.769194994,1631347.1122017875
