,vsini180,vsini185
T36000logg4.0,"{'H$\\beta$: 4861.33': 79.50373905619203, 'He I: 4921.93': 14.34699333219507, 'He I: 5015.68': 2.0204366638868487, 'He II: 5411.53': 5.092401011770889, 'He I: 5875.66': 4.116760456916818, 'He II: 4199.83': 0.8790323651493038, 'H$\\gamma$: 4340.46': 6.040307342009791, 'H11: 3770.63': 9.983646297614138, 'H10: 3797.90': 12.647672879376554, 'He I: 3819.62': 1.2243832389829488, 'H9: 3835.38': 8.959205599937068, 'H8: 3889.05': 7.444679371455438}","{'H$\\beta$: 4861.33': 79.06736220169635, 'He I: 4921.93': 14.351823660138088, 'He I: 5015.68': 1.9419020242173175, 'He II: 5411.53': 5.111913181737802, 'He I: 5875.66': 3.3820744033516617, 'He II: 4199.83': 0.8763636431276363, 'H$\\gamma$: 4340.46': 5.971897911196916, 'H11: 3770.63': 9.918580799929144, 'H10: 3797.90': 12.53547453235393, 'He I: 3819.62': 1.2109280628921746, 'H9: 3835.38': 8.872784087174663, 'H8: 3889.05': 7.377508368831447}"
T36000logg4.2,"{'H$\\beta$: 4861.33': 96.0952463021546, 'He I: 4921.93': 4.480693819965502, 'He I: 5015.68': 2.150541809249683, 'He II: 5411.53': 4.897354457166433, 'He I: 5875.66': 3.8372608586410157, 'He II: 4199.83': 0.8310808237626713, 'H$\\gamma$: 4340.46': 8.41114890130529, 'H11: 3770.63': 11.489245496909646, 'H10: 3797.90': 14.052745716506262, 'He I: 3819.62': 1.8852851495604088, 'H9: 3835.38': 11.189827138884564, 'H8: 3889.05': 10.440310992698324}","{'H$\\beta$: 4861.33': 95.69383549833279, 'He I: 4921.93': 4.52374684237285, 'He I: 5015.68': 2.055765387030453, 'He II: 5411.53': 4.958537249420564, 'He I: 5875.66': 3.1468244014621205, 'He II: 4199.83': 0.8342358982589708, 'H$\\gamma$: 4340.46': 8.347419581548943, 'H11: 3770.63': 11.426130383324598, 'H10: 3797.90': 13.961629734118402, 'He I: 3819.62': 1.8570647086555256, 'H9: 3835.38': 11.117108973649598, 'H8: 3889.05': 10.383034819409707}"
T37000logg3.6,"{'H$\\beta$: 4861.33': 16.956253702614532, 'He I: 4921.93': 24.83575268720492, 'He I: 5015.68': 3.468714204073836, 'He II: 5411.53': 2.4002354567985673, 'He I: 5875.66': 8.850092997617034, 'He II: 4199.83': 0.7351827905553111, 'H$\\gamma$: 4340.46': 1.0886996575671348, 'H11: 3770.63': 2.9991993736735285, 'H10: 3797.90': 4.7206168923215275, 'He I: 3819.62': 2.5645297534279683, 'H9: 3835.38': 2.1226208281556747, 'H8: 3889.05': 1.2607993688378365}","{'H$\\beta$: 4861.33': 16.65372010352388, 'He I: 4921.93': 24.747864174734712, 'He I: 5015.68': 3.497714737839031, 'He II: 5411.53': 2.360035618196461, 'He I: 5875.66': 8.806161773054823, 'He II: 4199.83': 0.7038073461783363, 'H$\\gamma$: 4340.46': 1.0484081978841622, 'H11: 3770.63': 2.931569309106364, 'H10: 3797.90': 4.6180035101306505, 'He I: 3819.62': 2.5757371525363335, 'H9: 3835.38': 2.054008661290538, 'H8: 3889.05': 1.2146984076612708}"
T37000logg3.8,"{'H$\\beta$: 4861.33': 41.90632239375224, 'He I: 4921.93': 20.936631281543736, 'He I: 5015.68': 5.0633441233207535, 'He II: 5411.53': 5.770698881701522, 'He I: 5875.66': 10.634875153716111, 'He II: 4199.83': 1.459997356761382, 'H$\\gamma$: 4340.46': 3.2620345052253388, 'H11: 3770.63': 6.681944822496596, 'H10: 3797.90': 8.994718972523817, 'He I: 3819.62': 2.1925441531821086, 'H9: 3835.38': 5.370772558735779, 'H8: 3889.05': 3.5377202539483426}","{'H$\\beta$: 4861.33': 41.559355448354104, 'He I: 4921.93': 20.88218962824609, 'He I: 5015.68': 5.097885080928665, 'He II: 5411.53': 5.717932534494256, 'He I: 5875.66': 10.67399290633099, 'He II: 4199.83': 1.4147421649082348, 'H$\\gamma$: 4340.46': 3.2163734013855967, 'H11: 3770.63': 6.633998076215848, 'H10: 3797.90': 8.899066954254039, 'He I: 3819.62': 2.202344528208765, 'H9: 3835.38': 5.306507721995108, 'H8: 3889.05': 3.494650991132451}"
T37000logg4.0,"{'H$\\beta$: 4861.33': 72.27592084427127, 'He I: 4921.93': 18.6770462498757, 'He I: 5015.68': 2.183792597380589, 'He II: 5411.53': 6.030855741200355, 'He I: 5875.66': 3.818409479866944, 'He II: 4199.83': 0.980797142935391, 'H$\\gamma$: 4340.46': 5.28846683553023, 'H11: 3770.63': 7.880340110783086, 'H10: 3797.90': 10.708910466138622, 'He I: 3819.62': 1.0507837337739185, 'H9: 3835.38': 7.400827842392668, 'H8: 3889.05': 5.807955079825104}","{'H$\\beta$: 4861.33': 71.79867891175844, 'He I: 4921.93': 18.646327370977442, 'He I: 5015.68': 2.179665893813203, 'He II: 5411.53': 6.027830950320874, 'He I: 5875.66': 3.276776825982003, 'He II: 4199.83': 0.9697521819197364, 'H$\\gamma$: 4340.46': 5.2234162482060995, 'H11: 3770.63': 7.832987881966627, 'H10: 3797.90': 10.616461345730308, 'He I: 3819.62': 1.05593401312456, 'H9: 3835.38': 7.332309997884208, 'H8: 3889.05': 5.75356481548084}"
T37000logg4.2,"{'H$\\beta$: 4861.33': 84.366123014255, 'He I: 4921.93': 20.126003014883253, 'He I: 5015.68': 2.907668744444528, 'He II: 5411.53': 10.312597578876533, 'He I: 5875.66': 4.136004275400738, 'He II: 4199.83': 1.2626464639184392, 'H$\\gamma$: 4340.46': 6.418334105126452, 'H11: 3770.63': 7.4532467690328055, 'H10: 3797.90': 10.096770279784623, 'He I: 3819.62': 1.0728866119291363, 'H9: 3835.38': 7.742758863601585, 'H8: 3889.05': 6.686466135575338}","{'H$\\beta$: 4861.33': 83.95062242896338, 'He I: 4921.93': 20.079769495318313, 'He I: 5015.68': 2.9257871424517714, 'He II: 5411.53': 10.280710137944551, 'He I: 5875.66': 3.7329449269189903, 'He II: 4199.83': 1.2488349547152866, 'H$\\gamma$: 4340.46': 6.363269263608906, 'H11: 3770.63': 7.41928212899771, 'H10: 3797.90': 10.03173360719765, 'He I: 3819.62': 1.0820946030552905, 'H9: 3835.38': 7.695668310048701, 'H8: 3889.05': 6.649101930507116}"
T38000logg3.6,"{'H$\\beta$: 4861.33': 4.383209803278186, 'He I: 4921.93': 24.892438756637645, 'He I: 5015.68': 5.435409435379921, 'He II: 5411.53': 3.4798480168864185, 'He I: 5875.66': 18.10117805018642, 'He II: 4199.83': 0.7057782658165042, 'H$\\gamma$: 4340.46': 0.8072863501022542, 'H11: 3770.63': 2.0128887909991775, 'H10: 3797.90': 2.774344665784539, 'He I: 3819.62': 3.4843519097344138, 'H9: 3835.38': 1.1701804896152197, 'H8: 3889.05': 0.9662152158951637}","{'H$\\beta$: 4861.33': 4.387491403555907, 'He I: 4921.93': 24.799661442666782, 'He I: 5015.68': 5.466291546800104, 'He II: 5411.53': 3.6238791339169545, 'He I: 5875.66': 18.313849887729695, 'He II: 4199.83': 0.6810781864514976, 'H$\\gamma$: 4340.46': 0.8059480390042527, 'H11: 3770.63': 1.9710113283045176, 'H10: 3797.90': 2.7040646378808026, 'He I: 3819.62': 3.492374638056307, 'H9: 3835.38': 1.1317191371783013, 'H8: 3889.05': 0.9450322709799304}"
T38000logg3.8,"{'H$\\beta$: 4861.33': 41.92137353710766, 'He I: 4921.93': 20.402201711656733, 'He I: 5015.68': 3.2088490949413386, 'He II: 5411.53': 4.820608320835709, 'He I: 5875.66': 5.2078492503474, 'He II: 4199.83': 0.8263108196159606, 'H$\\gamma$: 4340.46': 2.7921655821568465, 'H11: 3770.63': 4.837868194257621, 'H10: 3797.90': 7.837643213151667, 'He I: 3819.62': 1.7516473903812873, 'H9: 3835.38': 4.4857893658267916, 'H8: 3889.05': 2.9434691939912794}","{'H$\\beta$: 4861.33': 41.50925031732553, 'He I: 4921.93': 20.359466315855446, 'He I: 5015.68': 3.2327992277354567, 'He II: 5411.53': 4.756944931751463, 'He I: 5875.66': 4.9520199439508605, 'He II: 4199.83': 0.8021149331229155, 'H$\\gamma$: 4340.46': 2.7382052610258527, 'H11: 3770.63': 4.783395998319988, 'H10: 3797.90': 7.737068614295161, 'He I: 3819.62': 1.7629798442192863, 'H9: 3835.38': 4.414571869414528, 'H8: 3889.05': 2.891729263853106}"
T38000logg4.0,"{'H$\\beta$: 4861.33': 58.33180165175179, 'He I: 4921.93': 19.86485020493516, 'He I: 5015.68': 2.782572206622062, 'He II: 5411.53': 13.942694816802742, 'He I: 5875.66': 3.8712599480192877, 'He II: 4199.83': 1.3683973119118449, 'H$\\gamma$: 4340.46': 3.7125243071521674, 'H11: 3770.63': 5.632927023419105, 'H10: 3797.90': 8.537855062461212, 'He I: 3819.62': 1.1933256260309484, 'H9: 3835.38': 5.701056418614986, 'H8: 3889.05': 4.732001064756808}","{'H$\\beta$: 4861.33': 58.1626973480244, 'He I: 4921.93': 19.81159197337139, 'He I: 5015.68': 2.8016014757477574, 'He II: 5411.53': 13.710894617140411, 'He I: 5875.66': 3.45824408753513, 'He II: 4199.83': 1.341830124336809, 'H$\\gamma$: 4340.46': 3.686641662324823, 'H11: 3770.63': 5.600220831851254, 'H10: 3797.90': 8.464778769092408, 'He I: 3819.62': 1.2031600476123872, 'H9: 3835.38': 5.6538903001315335, 'H8: 3889.05': 4.700567267461978}"
T38000logg4.2,"{'H$\\beta$: 4861.33': 95.96435566566703, 'He I: 4921.93': 12.675010772544516, 'He I: 5015.68': 1.9720563003058011, 'He II: 5411.53': 10.537196464707634, 'He I: 5875.66': 3.6313707300599383, 'He II: 4199.83': 1.1415097156726584, 'H$\\gamma$: 4340.46': 7.61763332827925, 'H11: 3770.63': 8.449589372388036, 'H10: 3797.90': 11.141224181904475, 'He I: 3819.62': 1.1219714302035135, 'H9: 3835.38': 8.787414931513178, 'H8: 3889.05': 8.093792544862882}","{'H$\\beta$: 4861.33': 95.48189813380243, 'He I: 4921.93': 12.691134847024728, 'He I: 5015.68': 1.95047249064247, 'He II: 5411.53': 10.443968006376378, 'He I: 5875.66': 3.0419898514023895, 'He II: 4199.83': 1.1350584609356598, 'H$\\gamma$: 4340.46': 7.54779293299679, 'H11: 3770.63': 8.404312159480007, 'H10: 3797.90': 11.06282970782275, 'He I: 3819.62': 1.1189439601430162, 'H9: 3835.38': 8.724926819808175, 'H8: 3889.05': 8.040829350839717}"
T38000logg4.4,"{'H$\\beta$: 4861.33': 98.68915881333339, 'He I: 4921.93': 6.214526021408248, 'He I: 5015.68': 1.9431958848085673, 'He II: 5411.53': 13.399064549544537, 'He I: 5875.66': 3.2810350872629033, 'He II: 4199.83': 1.1438630354075263, 'H$\\gamma$: 4340.46': 8.321989336038069, 'H11: 3770.63': 7.140945741070231, 'H10: 3797.90': 9.806655176082813, 'He I: 3819.62': 1.4198153324330167, 'H9: 3835.38': 8.599150763607259, 'H8: 3889.05': 9.068509365741566}","{'H$\\beta$: 4861.33': 98.32850611077706, 'He I: 4921.93': 6.2605639830458895, 'He I: 5015.68': 1.921314079206811, 'He II: 5411.53': 13.283984109532803, 'He I: 5875.66': 2.7626497761335744, 'He II: 4199.83': 1.1404573693288418, 'H$\\gamma$: 4340.46': 8.2702253948043, 'H11: 3770.63': 7.1107643601823645, 'H10: 3797.90': 9.754671139322504, 'He I: 3819.62': 1.4105710889714864, 'H9: 3835.38': 8.558051841196063, 'H8: 3889.05': 9.032588973315416}"
T39000logg3.6,"{'H$\\beta$: 4861.33': 81.4964078923867, 'He I: 4921.93': 17.14385494428171, 'He I: 5015.68': 5.56312417298675, 'He II: 5411.53': 24.116031138439187, 'He I: 5875.66': 16.852611122505436, 'He II: 4199.83': 1.8678378251870305, 'H$\\gamma$: 4340.46': 5.224091310089403, 'H11: 3770.63': 5.4852454792156, 'H10: 3797.90': 7.440799297548694, 'He I: 3819.62': 3.0465085764353756, 'H9: 3835.38': 4.191629066670607, 'H8: 3889.05': 2.7953143062988173}","{'H$\\beta$: 4861.33': 80.25976890927639, 'He I: 4921.93': 17.1233342731323, 'He I: 5015.68': 5.571740445288521, 'He II: 5411.53': 23.231176102152855, 'He I: 5875.66': 17.070386593085395, 'He II: 4199.83': 1.7916652646012945, 'H$\\gamma$: 4340.46': 5.050205210894093, 'H11: 3770.63': 5.398521929367037, 'H10: 3797.90': 7.271251736818668, 'He I: 3819.62': 3.0524158065317457, 'H9: 3835.38': 4.054157397394308, 'H8: 3889.05': 2.67801168107859}"
T39000logg3.8,"{'H$\\beta$: 4861.33': 37.393809784720354, 'He I: 4921.93': 19.88875835999729, 'He I: 5015.68': 5.037920460971035, 'He II: 5411.53': 5.617705202473128, 'He I: 5875.66': 8.110162196011773, 'He II: 4199.83': 1.063003686534537, 'H$\\gamma$: 4340.46': 2.6318770412654016, 'H11: 3770.63': 4.418725722978513, 'H10: 3797.90': 7.249866810488817, 'He I: 3819.62': 2.1684407556375977, 'H9: 3835.38': 4.078293216962989, 'H8: 3889.05': 2.687428046729619}","{'H$\\beta$: 4861.33': 36.98895095434736, 'He I: 4921.93': 19.847711667859457, 'He I: 5015.68': 5.073455090762461, 'He II: 5411.53': 5.513379296260637, 'He I: 5875.66': 8.064943603816175, 'He II: 4199.83': 1.0264700294500255, 'H$\\gamma$: 4340.46': 2.580267443924036, 'H11: 3770.63': 4.3692771757489846, 'H10: 3797.90': 7.15671288194557, 'He I: 3819.62': 2.179406061791693, 'H9: 3835.38': 4.0137269750595665, 'H8: 3889.05': 2.6406307766848243}"
T39000logg4.0,"{'H$\\beta$: 4861.33': 76.51967166555585, 'He I: 4921.93': 16.94775249387012, 'He I: 5015.68': 2.2243280415953253, 'He II: 5411.53': 16.33378045000788, 'He I: 5875.66': 3.5911845919811234, 'He II: 4199.83': 1.6091997734620131, 'H$\\gamma$: 4340.46': 5.6261295946314105, 'H11: 3770.63': 7.611187053980392, 'H10: 3797.90': 10.64270897182881, 'He I: 3819.62': 1.0574715642086103, 'H9: 3835.38': 7.522625604614894, 'H8: 3889.05': 6.166901618944793}","{'H$\\beta$: 4861.33': 76.14506330952867, 'He I: 4921.93': 16.924083889119245, 'He I: 5015.68': 2.226541908266922, 'He II: 5411.53': 16.031127811888584, 'He I: 5875.66': 3.0991932768009827, 'He II: 4199.83': 1.58232234446886, 'H$\\gamma$: 4340.46': 5.565087529786412, 'H11: 3770.63': 7.56058095564909, 'H10: 3797.90': 10.538194401954692, 'He I: 3819.62': 1.0628651685698602, 'H9: 3835.38': 7.441728954619694, 'H8: 3889.05': 6.104060525751408}"
T39000logg4.2,"{'H$\\beta$: 4861.33': 85.29634229099086, 'He I: 4921.93': 18.943169804351438, 'He I: 5015.68': 8.25255273907841, 'He II: 5411.53': 22.981956857947416, 'He I: 5875.66': 27.044078827877406, 'He II: 4199.83': 2.982997959554333, 'H$\\gamma$: 4340.46': 7.2628333663538545, 'H11: 3770.63': 8.199379878409177, 'H10: 3797.90': 10.723462277994802, 'He I: 3819.62': 2.1972928751572764, 'H9: 3835.38': 8.417826182446753, 'H8: 3889.05': 7.110181916492928}","{'H$\\beta$: 4861.33': 84.93259478180941, 'He I: 4921.93': 18.900789391823814, 'He I: 5015.68': 8.267568238743989, 'He II: 5411.53': 22.712946628266184, 'He I: 5875.66': 27.376021333560836, 'He II: 4199.83': 2.93269943815095, 'H$\\gamma$: 4340.46': 7.213944380304757, 'H11: 3770.63': 8.159802960277176, 'H10: 3797.90': 10.657004035731534, 'He I: 3819.62': 2.2012832777963105, 'H9: 3835.38': 8.368440085147915, 'H8: 3889.05': 7.077336430211434}"
T40000logg3.6,"{'H$\\beta$: 4861.33': 73.32267616386575, 'He I: 4921.93': 16.542125041974785, 'He I: 5015.68': 7.532264968649852, 'He II: 5411.53': 23.961758926338394, 'He I: 5875.66': 28.198730068277253, 'He II: 4199.83': 1.925264459243857, 'H$\\gamma$: 4340.46': 4.645363758090087, 'H11: 3770.63': 4.803548105166063, 'H10: 3797.90': 6.7530241801761415, 'He I: 3819.62': 3.3201500766775016, 'H9: 3835.38': 3.6910052231789234, 'H8: 3889.05': 2.414997241314199}","{'H$\\beta$: 4861.33': 72.18113396706447, 'He I: 4921.93': 16.52723693592716, 'He I: 5015.68': 7.544713673186946, 'He II: 5411.53': 23.08416138236264, 'He I: 5875.66': 28.539588224451283, 'He II: 4199.83': 1.844174816241748, 'H$\\gamma$: 4340.46': 4.48580084920758, 'H11: 3770.63': 4.72049098143065, 'H10: 3797.90': 6.59083123648198, 'He I: 3819.62': 3.3234893611466454, 'H9: 3835.38': 3.5606357933288497, 'H8: 3889.05': 2.3051118023528714}"
T40000logg3.8,"{'H$\\beta$: 4861.33': 63.39179765704363, 'He I: 4921.93': 17.49726653180553, 'He I: 5015.68': 5.540719365069119, 'He II: 5411.53': 25.262702646744756, 'He I: 5875.66': 16.793274953160534, 'He II: 4199.83': 2.789976520173902, 'H$\\gamma$: 4340.46': 4.446053720328287, 'H11: 3770.63': 6.747355706108871, 'H10: 3797.90': 9.925976555641373, 'He I: 3819.62': 2.3824914268041804, 'H9: 3835.38': 6.110115285013084, 'H8: 3889.05': 4.1858330664502486}","{'H$\\beta$: 4861.33': 63.02947023866641, 'He I: 4921.93': 17.470244318871842, 'He I: 5015.68': 5.565365569876289, 'He II: 5411.53': 24.690207188857453, 'He I: 5875.66': 17.009985273933555, 'He II: 4199.83': 2.7106477716189303, 'H$\\gamma$: 4340.46': 4.383854350982227, 'H11: 3770.63': 6.678612415949296, 'H10: 3797.90': 9.792423900684426, 'He I: 3819.62': 2.3908196792731333, 'H9: 3835.38': 6.009684625028777, 'H8: 3889.05': 4.114911819437189}"
T40000logg4.0,"{'H$\\beta$: 4861.33': 49.43683835472467, 'He I: 4921.93': 21.420615406453685, 'He I: 5015.68': 9.504563730653894, 'He II: 5411.53': 11.769349002953408, 'He I: 5875.66': 29.657707193163716, 'He II: 4199.83': 1.848903958578033, 'H$\\gamma$: 4340.46': 3.8012099378144337, 'H11: 3770.63': 5.155458937047135, 'H10: 3797.90': 8.030752564901448, 'He I: 3819.62': 2.7410861088641214, 'H9: 3835.38': 5.1551250111441655, 'H8: 3889.05': 3.7362481453505825}","{'H$\\beta$: 4861.33': 49.13107013301715, 'He I: 4921.93': 21.35609443041826, 'He I: 5015.68': 9.52132031463893, 'He II: 5411.53': 11.592481431300818, 'He I: 5875.66': 29.997167053577368, 'He II: 4199.83': 1.7990842903971536, 'H$\\gamma$: 4340.46': 3.762802173186104, 'H11: 3770.63': 5.126006026668, 'H10: 3797.90': 7.959446909111071, 'He I: 3819.62': 2.7451202934622434, 'H9: 3835.38': 5.106167181402676, 'H8: 3889.05': 3.7038487487036957}"
T40000logg4.2,"{'H$\\beta$: 4861.33': 70.77114884751815, 'He I: 4921.93': 20.296044420771672, 'He I: 5015.68': 6.340723643573628, 'He II: 5411.53': 13.768479124351899, 'He I: 5875.66': 13.634841595036987, 'He II: 4199.83': 1.6047040087855724, 'H$\\gamma$: 4340.46': 5.4436079084211135, 'H11: 3770.63': 5.694117942205293, 'H10: 3797.90': 8.621298963573134, 'He I: 3819.62': 1.7122749302379958, 'H9: 3835.38': 6.546306867518572, 'H8: 3889.05': 5.5230909279340965}","{'H$\\beta$: 4861.33': 70.47830262089506, 'He I: 4921.93': 20.242654371229015, 'He I: 5015.68': 6.374008270581161, 'He II: 5411.53': 13.657501791378762, 'He I: 5875.66': 13.771903504806735, 'He II: 4199.83': 1.5777877190763612, 'H$\\gamma$: 4340.46': 5.404460542182273, 'H11: 3770.63': 5.670512549734384, 'H10: 3797.90': 8.565811040123279, 'He I: 3819.62': 1.722671169899747, 'H9: 3835.38': 6.506703398825142, 'H8: 3889.05': 5.494341128844857}"
T41000logg3.6,"{'H$\\beta$: 4861.33': 61.591922583798016, 'He I: 4921.93': 15.869297709936625, 'He I: 5015.68': 7.3102389246218555, 'He II: 5411.53': 22.448044163627635, 'He I: 5875.66': 52.50332050053396, 'He II: 4199.83': 1.7667197895521547, 'H$\\gamma$: 4340.46': 3.6841448318220036, 'H11: 3770.63': 3.970043975654083, 'H10: 3797.90': 5.824069361237956, 'He I: 3819.62': 3.6434498774791524, 'H9: 3835.38': 3.0187524793035827, 'H8: 3889.05': 1.9586694903198631}","{'H$\\beta$: 4861.33': 60.532694128460726, 'He I: 4921.93': 15.861052195367865, 'He I: 5015.68': 7.310686964374833, 'He II: 5411.53': 21.537404476689467, 'He I: 5875.66': 52.87288771991942, 'He II: 4199.83': 1.6807763562526326, 'H$\\gamma$: 4340.46': 3.5402134567373893, 'H11: 3770.63': 3.8836903459818495, 'H10: 3797.90': 5.667347607186673, 'He I: 3819.62': 3.6448745208616398, 'H9: 3835.38': 2.8917844093343663, 'H8: 3889.05': 1.8557541318871051}"
T41000logg3.8,"{'H$\\beta$: 4861.33': 26.93620132033472, 'He I: 4921.93': 19.8995389620119, 'He I: 5015.68': 7.4266148859743595, 'He II: 5411.53': 6.567588518440042, 'He I: 5875.66': 36.68872885214956, 'He II: 4199.83': 1.4889692082364447, 'H$\\gamma$: 4340.46': 1.8892467598963973, 'H11: 3770.63': 4.227849395326435, 'H10: 3797.90': 6.39423075666281, 'He I: 3819.62': 3.497141504659121, 'H9: 3835.38': 3.3377619166401966, 'H8: 3889.05': 2.043806177597418}","{'H$\\beta$: 4861.33': 26.803787344011432, 'He I: 4921.93': 19.852247434667188, 'He I: 5015.68': 7.441888763576833, 'He II: 5411.53': 6.432613688453111, 'He I: 5875.66': 37.062546526811985, 'He II: 4199.83': 1.4344912969059123, 'H$\\gamma$: 4340.46': 1.865830000849164, 'H11: 3770.63': 4.180520459362507, 'H10: 3797.90': 6.303364751485288, 'He I: 3819.62': 3.500121320762096, 'H9: 3835.38': 3.2765373894530163, 'H8: 3889.05': 2.0036222947806674}"
T41000logg4.0,"{'H$\\beta$: 4861.33': 54.01817670544204, 'He I: 4921.93': 16.3764372844942, 'He I: 5015.68': 10.057244291267395, 'He II: 5411.53': 17.000218569890638, 'He I: 5875.66': 71.12442814234625, 'He II: 4199.83': 2.4599865007271475, 'H$\\gamma$: 4340.46': 4.320071731826268, 'H11: 3770.63': 5.455368544934972, 'H10: 3797.90': 8.541841545617151, 'He I: 3819.62': 3.1773684266875195, 'H9: 3835.38': 5.600434941210003, 'H8: 3889.05': 4.103912108181671}","{'H$\\beta$: 4861.33': 53.68711983675685, 'He I: 4921.93': 16.363265627286527, 'He I: 5015.68': 10.06262667171996, 'He II: 5411.53': 16.687882398966245, 'He I: 5875.66': 71.38674650871498, 'He II: 4199.83': 2.395521908010809, 'H$\\gamma$: 4340.46': 4.278926012075172, 'H11: 3770.63': 5.422357158685903, 'H10: 3797.90': 8.463008488143307, 'He I: 3819.62': 3.1775660402141597, 'H9: 3835.38': 5.545967195545806, 'H8: 3889.05': 4.069939884946765}"
T41000logg4.2,"{'H$\\beta$: 4861.33': 66.93938810912785, 'He I: 4921.93': 19.582713320832198, 'He I: 5015.68': 7.102830979715715, 'He II: 5411.53': 14.137615084869351, 'He I: 5875.66': 13.504896302167849, 'He II: 4199.83': 1.4761988749599364, 'H$\\gamma$: 4340.46': 5.045291256678981, 'H11: 3770.63': 4.846279958127676, 'H10: 3797.90': 7.826001890870031, 'He I: 3819.62': 1.7371837134727224, 'H9: 3835.38': 5.879901192463411, 'H8: 3889.05': 4.962329318565352}","{'H$\\beta$: 4861.33': 66.64562183423291, 'He I: 4921.93': 19.537848177423736, 'He I: 5015.68': 7.134008679770028, 'He II: 5411.53': 14.007131055185788, 'He I: 5875.66': 13.644799418803522, 'He II: 4199.83': 1.4497001496733615, 'H$\\gamma$: 4340.46': 5.0071678601377485, 'H11: 3770.63': 4.8295156784174536, 'H10: 3797.90': 7.773873334202104, 'He I: 3819.62': 1.747563385132437, 'H9: 3835.38': 5.843034937340932, 'H8: 3889.05': 4.935441409034355}"
T41000logg4.4,"{'H$\\beta$: 4861.33': 76.9245887751899, 'He I: 4921.93': 21.1537161697942, 'He I: 5015.68': 10.038587232414802, 'He II: 5411.53': 21.796910617129036, 'He I: 5875.66': 27.480647401884475, 'He II: 4199.83': 2.2994104397070187, 'H$\\gamma$: 4340.46': 6.478168943340861, 'H11: 3770.63': 5.2184960134927625, 'H10: 3797.90': 7.694624424186787, 'He I: 3819.62': 1.9841554209311265, 'H9: 3835.38': 6.570984950798343, 'H8: 3889.05': 6.2046378674066744}","{'H$\\beta$: 4861.33': 76.7076260184214, 'He I: 4921.93': 21.086952956168485, 'He I: 5015.68': 10.05214402925498, 'He II: 5411.53': 21.633276280799418, 'He I: 5875.66': 27.809392068060266, 'He II: 4199.83': 2.267015083675348, 'H$\\gamma$: 4340.46': 6.449273146202616, 'H11: 3770.63': 5.205337493582928, 'H10: 3797.90': 7.658525815130641, 'He I: 3819.62': 1.9894631816797506, 'H9: 3835.38': 6.546257257867062, 'H8: 3889.05': 6.190057489607671}"
T42000logg3.8,"{'H$\\beta$: 4861.33': 40.16929807243148, 'He I: 4921.93': 15.659224022399679, 'He I: 5015.68': 7.740541220825908, 'He II: 5411.53': 12.671258474272252, 'He I: 5875.66': 85.40321562042124, 'He II: 4199.83': 2.089629665349194, 'H$\\gamma$: 4340.46': 2.9961525440507786, 'H11: 3770.63': 4.503837550091556, 'H10: 3797.90': 7.083624884416231, 'He I: 3819.62': 4.1148570629661965, 'H9: 3835.38': 3.839007591564492, 'H8: 3889.05': 2.523534524745152}","{'H$\\beta$: 4861.33': 39.79629241226545, 'He I: 4921.93': 15.653393698815966, 'He I: 5015.68': 7.739515690761423, 'He II: 5411.53': 12.316753811108313, 'He I: 5875.66': 85.55335286898611, 'He II: 4199.83': 2.016159733424102, 'H$\\gamma$: 4340.46': 2.9420505109719852, 'H11: 3770.63': 4.4442116960897, 'H10: 3797.90': 6.976762201208837, 'He I: 3819.62': 4.112303842524124, 'H9: 3835.38': 3.7628390131882044, 'H8: 3889.05': 2.469348173947127}"
T42000logg4.0,"{'H$\\beta$: 4861.33': 93.3219528636932, 'He I: 4921.93': 18.342678975951753, 'He I: 5015.68': 5.341677690669054, 'He II: 5411.53': 33.15785313756249, 'He I: 5875.66': 11.850069343588459, 'He II: 4199.83': 2.4159036907470712, 'H$\\gamma$: 4340.46': 6.748805585974387, 'H11: 3770.63': 5.849858022590523, 'H10: 3797.90': 9.182593472008536, 'He I: 3819.62': 2.306723549098402, 'H9: 3835.38': 6.506634845310886, 'H8: 3889.05': 5.335954082668518}","{'H$\\beta$: 4861.33': 92.70120906233349, 'He I: 4921.93': 18.306736166736126, 'He I: 5015.68': 5.358884798830072, 'He II: 5411.53': 32.505944140934645, 'He I: 5875.66': 11.963738273943301, 'He II: 4199.83': 2.357349531102456, 'H$\\gamma$: 4340.46': 6.663580114914104, 'H11: 3770.63': 5.810027662375364, 'H10: 3797.90': 9.087384623303983, 'He I: 3819.62': 2.31468864904415, 'H9: 3835.38': 6.429903361058393, 'H8: 3889.05': 5.275580109679386}"
