,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300
T16000logg2.8,28088230.071010135,27989538.363290112,14848685.799285535,11065147.236774052,2373745.488137657,9919324.494746383,8300888.10309037,20602455.259060964,39744816.97646165,116075836.84723368,497856858.74740076,929358749.047294,827592163.4142754,1752895923.9268932,1184970558.828849,150241177.07204765,28767917.897637248,146995487.18124133,169469455.12341776,245585363.15496272,433585569.01965255,800470910.6201226,1109581913.3703027,1130767294.738847,1035015758.5499042,990428397.5916908,246990157.7736184,54815611.42032598,136745343.6990455,133848033.43733326,108042100.93889722
T16000logg3.0,2418387.5603296836,17850940.700085964,12139106.413830126,3276343.790317177,3515406.375467832,5829987.176014915,4533097.748199718,10606130.965424731,32693059.230031043,461415141.9644759,1409034744.876325,1772529670.1861129,1657673778.0876505,1360931927.533432,382486451.5819046,41310773.28347905,240292495.4699758,319914201.5553127,265875564.0764019,345666369.1805788,524511614.32754314,1041266311.8200871,1296929298.5362678,1120836178.1272476,965575417.1147194,484439090.6555535,13602396.631150905,163203486.3971365,167415706.52815232,106931755.4834474,62715031.03725221
T17000logg2.2,193882858.61521822,313105899.3633467,278434216.1128123,24149160.696716577,21636538.23749625,85301254.8228329,46559172.96066041,183966400.9191205,315398209.7043684,444356377.3641097,353865301.2668294,462528987.1556352,367898512.3047613,742480050.3191475,713504281.901385,123996232.78615999,16649530.386420619,103747632.25638649,88769386.21882015,286107879.2316619,606710041.82215,1057230973.9106691,853014339.0324665,583400739.969051,513975831.09104073,284120976.8999755,268889046.0910617,150100442.90030077,67205257.54143831,43063217.55902305,41563525.47012475
T17000logg2.4,98079684.93627512,286963539.94059765,186621184.38684672,26323759.627801757,22022114.31648042,59156410.752830766,25661410.615771502,124970365.45880285,228086420.5203713,359610702.6343419,454995266.3303057,614275696.2116262,442795592.25767386,1132489176.0023158,798647178.303727,123031499.93116748,15168684.74720427,110202104.94507793,131389110.78168842,294155909.6709987,534277041.1483799,1116466248.6304934,1093184600.7844005,847597322.813529,754480458.7982467,378091401.1883796,188850011.1116193,176329492.54717475,101649786.3595871,64321777.944534145,47062407.080357
T17000logg2.6,182836010.8738925,162821965.610558,76932660.94728163,6209301.810447455,67890752.74903019,102056413.53266148,58880626.04246296,125629844.89718464,184158908.94564962,224387841.1632854,291758137.2690624,537309736.1975228,403877116.3776504,1095368404.89471,1024629635.9837259,213806426.75944883,4938761.46595868,67074399.73594691,87174803.61364713,234880589.95656395,472014734.8242663,961646159.3524845,1084501254.578195,1025628841.5151495,1049975747.964406,594708122.4726202,139359031.86286318,102347562.35623626,102921206.02200139,96168839.85163555,85527570.54193398
T17000logg2.8,87572913.78422129,90287124.95324105,89392614.62706496,438843.0728607631,10387275.093314532,37637089.55635572,24728941.03538742,76753757.11391976,99413345.90238707,440589956.7638799,810551368.49259,1182126664.0509548,1272810162.481276,1327323482.299407,540060213.4512036,14289522.357243363,133529740.3678236,241495516.05131754,124634199.25293152,338163361.9750235,615454794.0260991,1171690206.3225393,1147281900.5412498,905607826.381926,1099231674.024524,283370230.51100147,91809891.44050375,141770663.34531862,124344466.58349791,75582189.33694115,50819341.55997558
T17000logg3.0,20891446.03320142,67644435.29657583,31048863.639534343,8474574.98797036,17619468.1630726,25117312.025186207,10326998.461123217,29438372.219098996,74845858.71658446,117179697.14041087,247321063.94216877,538298916.3886645,407005308.4817196,1177498688.6289651,1195112093.3472254,222660957.140378,1761315.8684826132,60287740.56300436,70333710.45572832,200794780.8966486,365334958.59236777,807472986.6731333,846235427.6593958,917752207.3755999,1016698580.7603363,800053132.2543235,237320227.74994078,48141135.240611546,108527297.82668924,109284067.33302526,97178723.16551737
T17000logg3.2,8251658.643880548,19939941.005719237,12036914.308337962,7348249.100531811,2821427.5594561645,8066916.635105357,4430195.499168374,17130346.6614604,26380387.390809484,385186171.05346775,859941635.6294355,1248360722.5950465,1865388799.9515471,1430815238.3090367,471057414.8257823,343115308.04625636,140710587.93411046,232460103.5788478,121001522.83398417,292848286.5039146,489126735.92706764,147219166.6779049,1127602275.4704096,971372332.4980751,603343775.1945583,379246646.28884137,28736742.060969424,106111906.75466208,141027250.9836089,92272240.20088519,26779135.758101143
T18000logg2.2,225065187.65395087,513874547.9041854,698020041.9876841,180994693.64911404,23942529.09187148,105154701.6165209,56837573.790819764,312484522.65949726,558191195.0386809,865461909.7441183,412532169.5737556,187591328.0239269,104695214.15454686,192544814.8903931,390264767.3813543,302567254.5429146,82301287.69679138,11932569.33093325,8140017.434230556,87629687.4524643,293610225.03856564,565928547.9216486,495185040.5363361,397805279.88535136,322072194.8349767,550729662.6312835,646414676.845998,302675441.9058112,58108968.8868352,24270888.161005475,38526120.54986422
T18000logg2.4,325948686.4176376,610303214.3260598,381441875.02228343,13468792.419200948,139407234.12769216,239046676.024299,122521075.81462221,331704510.0022834,583356843.8701222,644435226.5245508,338621032.1728505,322834955.15974396,243404815.30784988,556494412.1284826,722198783.3026313,191810215.4538189,18856760.340447336,45697771.97848,63185853.85549635,242722609.45177007,504050220.76809233,953497446.5491863,822886820.7351809,676844808.987927,626688548.3253368,568457112.2815785,309748891.76771915,114731636.0093048,59200933.786011435,68705523.66342251,67822808.17683789
